a,b,c,d,SMILES
2631,0.779,0.318,8.062,Cc1cccc(CCN(CC(=N)N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2633,0.757,0.439,8.195,Cc1cccc(C#CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2634,0.776,0.482,8.002,Cc1cc2c(cc1C(=O)CN)CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2642,0.805,0.598,8.464,CCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2643,0.726,0.589,8.682,C=Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2C
2645,0.776,0.434,8.323,NCCc1ccc2c(c1)CCN(c1nc(NO)n3nc(-c4ccco4)nc3n1)C2
2646,0.76,0.522,7.92,C=Nc1nc(N2CCc3cc(CCN)ccc3C2)nc2nc(-c3ccco3)nn12
2647,0.782,0.335,8.762,NNCCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2648,0.533,0.687,9.074,C=CC1=C2C(=C)C(=C1)C=C2CC1=Nc2nc(nc3nc(-c4ccco4)nn23)N1C
2649,0.53,0.685,8.275,C=C1C2=CC(C)=C1C(CC1=Nc3nc(nc4nc(-c5occc5C)nn34)N1C)=C2
2651,0.55,0.703,8.378,C=C1C2=CC(C)=C1C(CC1=Nc3nc(nc4nc(-c5ccco5)nn34)N1C)=C2
2652,0.616,0.667,7.719,CN(CCC1=CC2=CC(CO)=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2653,0.612,0.616,7.332,C=C1C2=CC(C)=C1C(CCN(CO)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2655,0.747,0.436,7.821,C=Cc1cc(C)cc(CCN(CN(C)C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2656,0.758,0.447,9.424,C=Cc1cccc(CCN(CN(C)C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2657,0.547,0.601,7.959,C=CC1=C2C=CC(=C1)C2CN(CN(C)C)c1nc(N)n2nc(-c3ccco3)nc2n1
2658,0.778,0.478,7.9,Cc1cccc(CCN(CN(C)C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2663,0.686,0.522,7.648,CCN(CC1C(N)=Cc2c(C)cccc21)c1nc(N)n2nc(-c3ccco3)nc2n1
2664,0.774,0.467,8.412,Cc1ccc(CCN(CN(C)C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1C
2667,0.747,0.325,7.982,Cc1cccc(CCN(CN(C)C)c2nc(N=O)n3nc(-c4ccco4)nc3n2)c1
2668,0.731,0.511,8.728,Cc1ccc(C(CN)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1C
2669,0.729,0.301,7.492,C=Cc1cccc(CCN(CN(C)C)c2nc(N=O)n3nc(-c4ccco4)nc3n2)c1
2670,0.587,0.573,8.889,CC1=Cc2cccc(c2)C1CN(C)c1nc(N)n2nc(-c3occc3C)nc2n1
2673,0.765,0.553,8.014,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2676,0.713,0.409,8.631,Cc1cccc(C(CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)C(N)N)c1
2680,0.783,0.526,7.695,CNc1c(C)cccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2681,0.676,0.56,8.392,C=Cc1cccc2c1NC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2687,0.664,0.558,7.713,CN(CC1=C(O)Cc2cccc1c2)c1nc(N)n2nc(-c3ccco3)nc2n1
2688,0.698,0.524,8.361,Cc1cc2c(cc1CC#N)CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2O
2690,0.759,0.503,8.064,Cc1cc2c(cc1CCN=O)CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2695,0.785,0.49,9.31,CCc1ccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1CN
2697,0.717,0.494,6.785,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C(N)Cc1ccc2c(c1)CCC2
2711,0.673,0.496,8.32,Cc1cc2ccc1c(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)c2
2712,0.617,0.408,7.333,C#Cc1cc(CCN2C=Nc3nc2nc2nc(-c4ccco4)nn32)cc(C=C)c1N
2713,0.599,0.428,8.836,C#Cc1cc2cc(c1)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C=C2
2720,0.779,0.568,8.154,C=Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2728,0.791,0.524,8.21,CCc1ccc(O)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2729,0.755,0.332,8.979,CN(CCc1cc(C=CO)ccc1N)c1nc(N)n2nc(-c3ccco3)nc2n1
2735,0.663,0.587,8.548,Cc1ccc2cc1C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=CC2
2736,0.651,0.501,7.74,CN(CC1=CCc2ccc(CCN)c1c2)c1nc(N)n2nc(-c3ccco3)nc2n1
2737,0.64,0.562,7.737,CCc1ccoc1-c1nc2nc(N(C)CC3=CCc4cccc3c4)nc(N)n2n1
2739,0.77,0.491,7.728,C=C(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(CCN)c1
2741,0.737,0.469,7.714,C=C(CN(C)c1nc(N)n2nc(-c3cc(C)co3)nc2n1)c1cc(CCN)ccc1C
2742,0.767,0.421,8.153,Cc1cccc(CCN(CO)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1
2744,0.748,0.532,7.769,C=C1CN(c2nc(N)n3nc(-c4ccco4)nc3n2)Cc2cc(CCN)c(C)cc21
2748,0.768,0.513,9.328,CCc1ccc(CCN(C)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)cc1C
2749,0.797,0.572,7.699,CN(CCc1ccc2c(c1)CCC2)c1nc(N)n2nc(-c3ccco3)nc2n1
2751,0.658,0.576,7.598,Cc1coc(-c2nc3nc4nc(n3n2)NCN4CCc2ccc3c(c2)CCC3)c1
2752,0.798,0.551,7.265,CCc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1C
2754,0.726,0.532,8.593,CC(C)c1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2CN
2755,0.765,0.567,7.959,Cc1coc(-c2nc3nc(N4CCc5cc(C#N)ccc5C4)nc(N)n3n2)c1
2756,0.557,0.748,8.84,C=CN(CC1C2=CC(C)=C1C=C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2762,0.566,0.734,8.059,C=CC1=C2C=C(C)C(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2763,0.555,0.681,9.427,CC1=CC2=C(C=CN)C=C1C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2765,0.6,0.752,7.91,C=CC1=C2C(C)=CC(=C1)C2=CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2766,0.781,0.553,8.23,C=Cc1ccc(C)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2767,0.604,0.555,8.534,C=Cc1cc2cc(c1)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2=O
2768,0.774,0.525,8.502,C=Cc1cc(C)cc(CCN(C)c2ncn3nc(-c4ccco4)nc3n2)c1
2776,0.612,0.573,9.156,CC1=Cc2cc(ccc2C)C1CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2779,0.771,0.564,8.63,C=CN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2780,0.782,0.488,8.207,Cc1cccc(CCN(CO)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2782,0.722,0.511,9.19,Cc1cccc(C(CN)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2783,0.676,0.336,7.733,Cc1cccc2c1C=C(NN)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2785,0.689,0.545,9.276,Cc1cccc2c1C=C(N)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2788,0.779,0.583,7.485,C=C(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(C)c1
2791,0.694,0.5,8.282,Cc1coc(-c2nc3nc(N(C)CC(CN)c4cccc(C)c4C)nc(N)n3n2)c1
2792,0.794,0.586,8.351,Cc1ccc2c(c1C)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2799,0.829,0.576,7.717,Cc1cccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c1
2802,0.733,0.513,7.864,Cc1cccc(CC(O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2803,0.786,0.515,8.909,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2805,0.781,0.542,8.473,Cc1ccc(O)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2807,0.773,0.55,8.946,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4N)nc3n2)c1
2811,0.781,0.542,8.371,Cc1c(O)ccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2820,0.721,0.44,8.659,NCCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2CN
2824,0.793,0.466,7.905,CCc1cccc(CCN(CCN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2826,0.78,0.423,8.988,NCCN(CCc1cccc(C=O)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2841,0.76,0.542,9.475,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1C
2847,0.751,0.51,7.88,C#Cc1cc(C=C)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2852,0.563,0.734,8.045,C=CC1=C2C(C)=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2855,0.784,0.588,8.19,CCc1c(C)ccc2c1CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2857,0.612,0.566,8.451,Cc1cc2cc(c1C)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)CO2
2862,0.582,0.557,7.892,CC1C=C(CN(C)c2nc(N)n3nc(-c4cc(C#N)co4)nc3n2)c2cccc1c2
2864,0.792,0.52,7.811,Cc1cc(CCN)ccc1CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2869,0.796,0.548,8.507,NCCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2870,0.768,0.54,7.891,Cc1coc(-c2nc3nc(N4CCc5cc(CCN)ccc5C4)nc(N)n3n2)c1
2873,0.771,0.553,7.684,C=Cc1c(C)cccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2874,0.767,0.54,9.131,CC=Cc1c(C)cccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2879,0.754,0.503,9.164,CN=Cc1c(C)cccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2881,0.68,0.524,7.848,C=Cc1c(C)ccc2c1NCC2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2883,0.609,0.488,8.983,CN(CC1(C)c2cc3cccc1c3[nH]2)c1nc(N)n2nc(-c3ccco3)nc2n1
2885,0.616,0.57,7.975,Cc1cccc(C(CN)CN2C=Nc3nc2nc2nc(-c4ccco4)nn32)c1
2903,0.597,0.549,8.316,C#Cc1cc2cc(c1)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2909,0.56,0.698,9.417,CC1=CC2=C3C(=C1C2)NCC3CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2913,0.68,0.434,8.724,Cc1cccc(C(CN)CN(C)c2nc(N)n3nc(-c4cc(N)co4)nc3n2)c1C
2914,0.612,0.595,8.087,CN(CC1(C)Cc2cccc1c2)c1nc(N)n2nc(-c3ccco3)nc2n1
2930,0.717,0.437,8.068,C=Cc1cccc(C#CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2940,0.764,0.542,8.104,Cc1cc(O)cc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2941,0.773,0.54,7.439,Cc1ccoc1-c1nc2nc(N3CCc4cc(CCN)ccc4C3)nc(N)n2n1
2942,0.76,0.542,8.042,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4oc(N)cc4C)nc3n2)c1
2944,0.564,0.762,8.57,CC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3occc3C)nc2n1
2946,0.719,0.574,8.621,CCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4occc4C)nc3n1)C2C
2948,0.746,0.431,9.082,Cc1cc(N)c(N)c(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2950,0.509,0.718,8.87,C=CC1=C2C=CC(=C1)C2C(C)N(C)c1nc(N)n2nc(-c3occc3C)nc2n1
2951,0.576,0.761,8.449,CC1=C2CCC(=C1)C2CN(C)c1nc(N)n2nc(-c3occc3C)nc2n1
2952,0.563,0.732,7.775,CCc1ccoc1-c1nc2nc(N(C)CC3C4=CC(C)=C3C=C4)nc(N)n2n1
2957,0.61,0.734,8.047,C=C1C2=CC=C1C(CCN(C)c1nc(N)n3nc(-c4occc4C)nc3n1)=C2
2959,0.658,0.292,7.879,C=Cc1cccc(CC(O)N(CC=N)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2960,0.576,0.479,8.317,C=Cc1cccc(CCN2c3nc(n4nc(-c5occc5C)nc4n3)NC2C=N)c1
2961,0.685,0.547,7.722,Cc1ccoc1-c1nc2nc(N(C)CCc3cccc4c3C(C)C=C4)nc(N)n2n1
2964,0.699,0.5,7.909,Cc1ccoc1-c1nc2nc(N(C)CC(CN)c3cccc(C)c3C)nc(N)n2n1
2970,0.738,0.467,8.612,C=Nc1nc(N(C)CCc2cccc(C)c2C)nc2nc(-c3occc3C)nn12
2971,0.693,0.356,7.868,C=CN(CCc1cccc(C)c1C)c1nc(N=CO)n2nc(-c3occc3C)nc2n1
2972,0.75,0.54,8.685,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1C
2974,0.741,0.485,9.191,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C=N)nc3n2)c1C
2975,0.774,0.571,7.943,Cc1ccoc1-c1nc2nc(N(C)CCc3cccc(C)c3C)nc(N)n2n1
2983,0.676,0.557,7.956,Cc1cccc(CCN2C=Nc3nc2nc2nc(-c4ccco4)nn32)c1C
2984,0.772,0.489,8.838,Cc1cccc(CCN(CCN)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2985,0.618,0.498,8.032,CN(CC1c2cc3cccc1c3[nH]2)c1nc(N)n2nc(-c3ccco3)nc2n1
2988,0.672,0.393,8.576,C#Cc1cccc(C(C=C)CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2989,0.644,0.369,9.097,C#Cc1cccc(C(C=C=N)CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2990,0.701,0.493,9.388,C=CN(CC(CN)c1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2992,0.721,0.57,8.127,Cc1cccc(C(C)CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2993,0.697,0.526,9.155,C#Cc1cccc(C(C)CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2996,0.756,0.573,8.502,Cc1cccc(C2=NCCN(c3nc(N)n4nc(-c5occc5C)nc4n3)C2)c1
2997,0.783,0.586,9.275,Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4occc4C)nc3n1)C2
2998,0.782,0.551,9.767,CCN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3occc3C)nc2n1
2999,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
