a,b,c,d,SMILES
588,0.673,0.448,7.304,Cc1coc(-c2nc3nc(N4CC(C)c5ccc(O)cc54)nc(NCO)n3n2)c1
593,0.738,0.455,8.042,Cc1coc(-c2nc3nc(N4CCc5ccc(O)cc54)nc(NCN)n3n2)c1
594,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
595,0.767,0.461,8.096,NCNc1nc(N2CCc3ccc(O)cc32)nc2nc(-c3ccco3)nn12
597,0.732,0.509,8.522,Nc1nc(N2C(=C=O)Cc3ccc(O)cc32)nc2nc(-c3ccco3)nn12
598,0.704,0.502,7.935,Cc1coc(-c2nc3nc(N4C(=C=O)Cc5ccc(O)cc54)nc(N)n3n2)c1
600,0.709,0.502,7.819,Cc1ccoc1-c1nc2nc(N3C(=C=O)Cc4ccc(O)cc43)nc(N)n2n1
602,0.699,0.558,7.752,Cc1ccoc1-c1nc2nc(N3CC(C)c4ccc(O)cc43)nc(N)n2n1
603,0.742,0.352,8.348,C=C1C(=NO)c2ccc(O)cc2N1c1nc(N)n2nc(-c3ccco3)nc2n1
604,0.765,0.394,7.452,C=C(Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=N)c1ccc(O)cc1
605,0.74,0.493,8.19,C=C1C(=N)c2ccc(O)cc2N1c1nc(N)n2nc(-c3ccco3)nc2n1
609,0.627,0.452,8.058,N=C1C2=Cc3cc(ON)cc(c31)N2c1nc(N)n2nc(-c3ccco3)nc2n1
610,0.592,0.423,8.483,Cc1ccoc1-c1nc2nc(-n3c4cc5c(O)ccc(c53)C4N)nc(N)n2n1
612,0.724,0.459,7.967,Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc2c1ONN2
613,0.76,0.307,8.014,Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1ONN
614,0.729,0.325,7.915,N=Nc1cc(O)ccc1CCNc1nc(N=O)n2nc(-c3ccco3)nc2n1
615,0.627,0.455,8.631,NOc1ccc2cc1CC(Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2
616,0.752,0.228,7.971,Cc1cc(CC(=N)Nc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1ON
620,0.72,0.421,7.969,CCC(C)(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1OC
624,0.794,0.505,7.46,Nc1nc(NCCc2ccccc2)nc2nc(-c3occc3C=O)nn12
630,0.651,0.51,7.028,O=Cc1ccoc1-c1nc2nc3nc(n2n1)NN3CCc1ccc(O)cc1
631,0.78,0.507,7.221,O=Cc1ccoc1-c1nc2nc(NCCc3ccc(O)cc3)ncn2n1
632,0.641,0.503,7.238,Cc1cc(CCN2Nc3nc2nc2nc(-c4occc4C=O)nn32)ccc1O
634,0.589,0.437,8.063,C=C(Nc1nc(N)n2nc(-c3occc3C=O)nc2n1)C1Cc2cc1ccc2O
637,0.711,0.471,7.321,CCC(CNc1ncn2nc(-c3occc3C=O)nc2n1)c1ccc(O)cc1
640,0.704,0.394,7.258,CCC(CNc1nc(N)n2nc(-c3occc3C=O)nc2n1)c1ccc(O)c(C)c1
641,0.691,0.265,7.923,CC(=N)C(CNc1nc(N)n2nc(-c3occc3C=O)nc2n1)c1ccc(O)cc1
642,0.601,0.464,7.789,Cc1ccoc1-c1nc2nc(NCC3Oc4cc3cc(O)c4O)ncn2n1
643,0.74,0.187,8.43,Nc1cccc(CCN(N)c2nc(N)n3nc(-c4occc4C=O)nc3n2)c1
644,0.609,0.565,7.204,CC1C2=Nc3nc(nc4nc(-c5ccco5)nn34)N2c2cc(O)ccc21
645,0.703,0.487,7.363,CC1CN(c2nc(N)n3nc(-c4ccco4)nc3n2)c2cc(O)cc(O)c21
646,0.736,0.221,7.766,Cc1c(O)coc1-c1nc2nc(N(N)CCc3cccc(N)c3)nc(N)n2n1
648,0.799,0.498,7.328,Nc1nc(NC(=O)Cc2ccccc2)nc2nc(-c3cc(O)co3)nn12
649,0.657,0.564,6.777,Cc1c(O)coc1-c1nc2nc3nc(n2n1)NN3C(=O)Cc1ccccc1
650,0.804,0.301,7.385,Nc1cc(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
651,0.795,0.408,6.962,Nc1oc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)cc1O
652,0.786,0.438,8.103,CN(O)c1nc(NC(=O)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
653,0.8,0.494,7.52,Cc1ccoc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
655,0.807,0.558,7.868,CN(CCc1ccc(O)cc1)c1nc(N)n2nc(-c3ccco3)nc2n1
656,0.712,0.289,8.422,C=Nc1nc(NCCc2ccc(O)cc2N(C)ON)nc2nc(-c3ccco3)nn12
657,0.702,0.262,7.741,C=Nc1nc(NCCc2ccc(O)cc2N(C)O)nc2nc(-c3occc3O)nn12
659,0.72,0.426,8.066,Nc1nc(NCC2CNc3cc(O)ccc32)nc2nc(-c3ccco3)nn12
660,0.839,0.579,7.045,Nc1nc(NC(=O)Cc2ccccc2)nc2nc(-c3ccco3)nn12
666,0.688,0.569,7.533,O=C(Cc1ccc(O)cc1)N1Nc2nc1nc1nc(-c3ccco3)nn21
670,0.812,0.576,6.923,Cc1ccoc1-c1nc2nc(NCCc3ccccc3)nc(N)n2n1
671,0.623,0.575,7.178,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1Cc2ccc(O)c1c2
672,0.796,0.552,7.539,Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
676,0.649,0.364,6.756,CCc1cc(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2)cc(N)c1O
679,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
680,0.715,0.472,8.48,Nc1nc(N2Cc3cc(O)ccc3CC2N)nc2nc(-c3ccco3)nn12
683,0.781,0.355,8.15,NOc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
684,0.765,0.325,7.786,CCNOc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
691,0.714,0.372,7.472,Cc1ccc(-c2nc3nc(NCC(O)c4ccc(O)cc4)nc(N=N)n3n2)o1
693,0.746,0.328,7.955,CN(O)c1nc(NC(=O)Cc2ccc(O)cc2ON)nc2nc(-c3ccco3)nn12
694,0.689,0.281,7.807,C=C(c1ccc(O)cc1)C(O)Nc1nc(N(C)O)n2nc(-c3ccco3)nc2n1
695,0.799,0.513,7.705,CN(O)c1nc(NC(=O)Cc2ccccc2)nc2nc(-c3ccco3)nn12
698,0.75,0.331,8.387,CN(O)c1nc(N(O)C(=O)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
699,0.605,0.407,8.573,N=C(CC1=C2C=C(O)C(=C1)C2)Nc1nc(N)n2nc(-c3ccco3)nc2n1
700,0.709,0.465,7.594,Cc1cc2c(cc1O)N=C(Nc1nc(N=N)n3nc(-c4ccco4)nc3n1)C2
701,0.696,0.353,7.326,N=Nc1nc(NC2=Nc3cc(O)c(C=O)cc3C2)nc2nc(-c3ccco3)nn12
704,0.794,0.467,7.548,CCc1cc(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)c(C)cc1O
708,0.828,0.609,7.341,Cc1cccc(CCNc2ncn3nc(-c4ccco4)nc3n2)c1
709,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
714,0.744,0.363,7.27,Cc1cc(CC=Nc2nc(NO)n3nc(-c4ccco4)nc3n2)ccc1O
717,0.723,0.207,7.757,N=CNc1nc(N2CCc3ccc(OO)cc32)nc2nc(-c3ccco3)nn12
718,0.743,0.574,7.806,C=C1Cc2ccc(O)cc2N1c1nc(NC)n2nc(-c3ccco3)nc2n1
720,0.781,0.58,7.862,CNc1nc(N2CCc3ccc(O)cc32)nc2nc(-c3ccco3)nn12
722,0.752,0.572,8.423,CNc1nc(N2CCc3ccc(O)cc32)nc2nc(-c3cc(C)co3)nn12
725,0.709,0.405,8.049,C=C1Cc2ccc(O)cc2N1c1nc(NC=NC)n2nc(-c3ccco3)nc2n1
726,0.76,0.318,7.835,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4O)nc(N)n3n2)c1N
727,0.593,0.366,8.622,CCc1coc(-c2nc3nc(NCC4Oc5ccc4cc5N)nc(N)n3n2)c1N
730,0.583,0.355,8.802,Cc1coc(-c2nc3nc(NCC4Oc5cc4ccc5ON)nc(N)n3n2)c1N
731,0.769,0.33,7.456,CCc1coc(-c2nc3nc(NCCc4ccc(OC)c(N)c4)nc(N)n3n2)c1N
732,0.743,0.215,7.372,CCc1coc(-c2nc3nc(NCCc4ccc(ON)c(N)c4)nc(N)n3n2)c1N
733,0.781,0.466,8.556,CCc1coc(-c2nc3nc(NCCc4cccc(C)c4)nc(N)n3n2)c1N
734,0.745,0.486,7.165,Nc1nc(NCCc2ccccc2)nc2nc(-c3occ4c3NOC4)nn12
735,0.773,0.498,7.672,Cc1cccc(CCNc2ncn3nc(-c4occ(N)c4O)nc3n2)c1
737,0.691,0.396,7.958,CC1ONc2c1coc2-c1nc2nc(NCCc3ccc(O)cc3)nc(N)n2n1
739,0.73,0.289,8.261,Nc1c(COO)coc1-c1nc2nc(N3CCc4ccc(O)cc43)nc(N)n2n1
741,0.736,0.163,7.304,N=Nc1c(COO)coc1-c1nc2nc(NCCc3ccc(O)cc3)nc(N)n2n1
742,0.758,0.2,7.695,N=C(O)c1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1N
743,0.779,0.306,6.952,Nc1c(C(=O)O)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
745,0.756,0.257,7.722,Nc1c(CO)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3O)nc(N)n2n1
746,0.754,0.274,7.431,CN(O)c1c(CN)coc1-c1nc2nc(NCCc3ccc(O)cc3)nc(N)n2n1
747,0.608,0.731,7.054,Cc1ccoc1-c1nc2nc(NCCC3=C4C=C(O)C(=C3)C4)ncn2n1
751,0.612,0.631,7.452,Cc1ccoc1-c1nc2nc(NCCC3=C4C=C(O)C(=C3)C4)nc(N)n2n1
754,0.722,0.388,8.368,Cc1coc(-c2nc3nc(NC4=Nc5cc(O)ccc5C4=O)nc(N)n3n2)c1N
755,0.717,0.336,8.373,Cc1coc(-c2nc3nc(NCC(O)c4ccc(O)cc4)nc(N)n3n2)c1N
756,0.792,0.492,8.118,Cc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
757,0.76,0.355,7.911,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N)n3n2)c1N(C)O
759,0.73,0.441,8.537,Cc1coc(-c2nc3nc(N4CCc5ccc(O)cc54)nc(N)n3n2)c1N(C)O
761,0.586,0.378,8.409,Cc1coc(-c2nc3nc(NC4Cc5ccc(O)c4c5)nc(N)n3n2)c1N(C)O
766,0.758,0.498,7.907,Nc1nc(NC2=Nc3cc(O)ccc3C2)nc2nc(-c3ccco3)nn12
768,0.741,0.492,8.385,Cc1cc(O)cc2c1CC(Nc1nc(N)n3nc(-c4ccco4)nc3n1)=N2
769,0.772,0.358,8.821,CN(O)c1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
770,0.65,0.569,7.873,Cc1cccc(CCN2Nc3nc2nc2nc(-c4occ(C)c4N)nn32)c1
776,0.71,0.598,7.449,C=C1CC(=CCCNc2nc(N)n3nc(-c4ccco4)nc3n2)C=C1O
777,0.768,0.384,8.641,N#Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1N
778,0.75,0.447,7.933,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N=N)n3n2)c1
779,0.779,0.39,8.641,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1N
780,0.694,0.624,6.752,c1ccc(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2)cc1
781,0.791,0.475,8.739,CCc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
782,0.76,0.234,7.133,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)c(N)c4)nc(N)n3n2)c1N
783,0.773,0.425,7.779,Cc1c(C=O)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
786,0.768,0.508,7.877,Cc1c(C=O)coc1-c1nc2nc(N(C)CCc3ccccc3)nc(N)n2n1
788,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
790,0.643,0.503,6.712,Cc1c(C=O)coc1-c1nc2nc3nc(n2n1)NN3CCc1ccc(O)cc1
791,0.776,0.491,8.156,Cc1cccc(CCNc2nc(N)n3nc(-c4occ(C=O)c4C)nc3n2)c1
793,0.578,0.5,8.45,Cc1c(C=O)coc1-c1nc2nc(N(C)C3Cc4ccc(O)c3c4)nc(N)n2n1
795,0.762,0.45,7.621,C=CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)c(N)o3)nn12
796,0.775,0.458,7.836,CNc1cc(O)ccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
798,0.771,0.361,7.9,CN(O)c1cc(O)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
799,0.753,0.334,8.779,CNc1cc(O)ccc1CCN(CN)c1nc(N)n2nc(-c3ccco3)nc2n1
801,0.669,0.329,7.732,Nc1nc(NC2Cc3ccc(O)cc3N(O)C2O)nc2nc(-c3ccco3)nn12
803,0.747,0.203,7.606,Cc1cc(O)cc(NC(=N)O)c1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
804,0.767,0.342,8.892,CNOc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
807,0.7,0.273,7.507,CNOc1cc(O)ccc1C(O)C(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
808,0.744,0.53,8.244,Nc1nc(N2Oc3cc(O)ccc3CC2=O)nc2nc(-c3ccco3)nn12
809,0.755,0.219,7.66,CNOc1c(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)ccc(O)c1O
810,0.791,0.476,7.939,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1
812,0.78,0.405,8.288,Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1N
813,0.59,0.473,8.508,CNc1nc(NC(=O)C2Oc3ccc2cc3)nc2nc(-c3occ(C)c3N)nn12
821,0.784,0.558,8.631,CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
822,0.792,0.497,7.523,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1N
825,0.763,0.431,7.592,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1NO
826,0.767,0.311,7.86,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N)n3n2)c1NO
827,0.794,0.494,7.729,Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1
831,0.647,0.496,7.26,Cc1coc(-c2nc3nc4nc(n3n2)NN4CCc2ccc(O)cc2)c1N
832,0.797,0.57,7.82,Cc1cccc(CCNc2nc(N)n3nc(-c4cc(C)co4)nc3n2)c1
834,0.765,0.317,7.93,Cc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1N
835,0.754,0.451,7.996,C=C(CNc1nc(N)n2nc(-c3cc(C)co3)nc2n1)c1ccc(O)c(OC)c1
836,0.76,0.285,7.333,CCc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1NC
837,0.744,0.243,7.703,C#Cc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1N
838,0.736,0.236,7.273,Cc1coc(-c2nc3nc(NCCc4ccc(O)c(ON)c4)nc(N)n3n2)c1NO
839,0.753,0.205,7.4,Cc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1NO
845,0.79,0.577,7.797,Cc1cccc(CCNc2ncn3nc(-c4occc4O)nc3n2)c1
846,0.607,0.631,8.07,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1
851,0.821,0.596,8.07,CN(CCc1ccccc1)c1nc(N)n2nc(-c3ccco3)nc2n1
853,0.813,0.498,6.892,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
855,0.643,0.577,7.345,Cc1coc(-c2nc3nc4nc(n3n2)N=C(Cc2ccc(O)c(C)c2)N4)c1
856,0.735,0.192,7.583,Cc1cc(O)c(CNO)cc1C(=N)CNc1nc(N)n2nc(-c3ccco3)nc2n1
857,0.596,0.425,8.121,Cc1cc(O)ccc1CC1(N)Nc2nc(n3nc(-c4ccco4)nc3n2)N1
862,0.746,0.535,7.913,C=CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
867,0.767,0.476,8.695,CN(CCc1ccccc1)c1nc(N)n2nc(-c3occ(N)c3O)nc2n1
870,0.759,0.47,8.287,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(N)c4O)nc3n2)c1
874,0.629,0.423,7.599,Cc1coc(-c2nc3nc4nc(n3n2)NN4C(=O)Cc2ccc(ON)cc2)c1N
876,0.764,0.539,7.259,C=Nc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
879,0.771,0.506,7.952,C=Nc1nc(NCCc2ccc(O)c(C)c2)nc2nc(-c3ccco3)nn12
881,0.8,0.39,6.967,Cc1ccc(-c2nc3nc(NCCc4ccc(O)c(CO)c4)nc(N)n3n2)o1
887,0.782,0.525,8.049,Cc1cccc(CCN(O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
890,0.643,0.465,8.52,Cc1coc(-c2nc3nc(N4C(=O)Cc5ccc(O)c4c5)nc(N)n3n2)c1N
891,0.774,0.314,7.827,Nc1c(CO)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
893,0.767,0.309,7.84,Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1NO
896,0.73,0.38,8.039,C=CNc1nc(NCC(=O)c2ccc(O)cc2)nc2nc(-c3cc(C=C)co3)nn12
897,0.722,0.284,7.484,C=CNc1nc(NCCc2ccc(OO)cc2)nc2nc(-c3cc(C=C)co3)nn12
899,0.793,0.498,7.612,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N)n3n2)c1
900,0.794,0.553,7.294,CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
902,0.711,0.432,7.852,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N=C=C=N)n3n2)c1
908,0.759,0.544,8.154,CN1c2cc(O)ccc2CCN1c1nc(N)n2nc(-c3ccco3)nc2n1
910,0.716,0.379,7.3,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N=C=C=O)n3n2)c1
911,0.745,0.124,8.193,NNOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c(NCO)c1
912,0.523,0.389,7.923,Nc1nc(N2c3cc(c4cc3ON4)CC2O)nc2nc(-c3occc3O)nn12
913,0.752,0.422,7.627,Cc1cccc(CCN(CN)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
915,0.775,0.552,9.104,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
921,0.764,0.478,8.228,CN(CCc1ccccc1)c1nc(N)n2nc(-c3oc(O)cc3O)nc2n1
922,0.748,0.373,7.33,Cc1cccc(CCN(CN)c2nc(N=N)n3nc(-c4ccco4)nc3n2)c1
925,0.669,0.507,7.819,NOc1ccc(CC(=O)N2Nc3nc2nc2nc(-c4ccco4)nn32)cc1
926,0.727,0.264,7.942,C=Nc1nc(NC(=O)Cc2ccc(O)cc2ON=O)nc2nc(-c3ccco3)nn12
927,0.612,0.402,8.136,Cc1cc2cc(c1O)C(Nc1nc(NO)n3nc(-c4ccco4)nc3n1)C2
928,0.756,0.202,7.411,COCNc1cc(O)ccc1CCNc1nc(NO)n2nc(-c3ccco3)nc2n1
929,0.644,0.422,8.812,COCNc1cc(O)ccc1CC1=Nc2nc(nc3nc(-c4ccco4)nn23)N1
930,0.761,0.368,8.052,COCNc1cc(O)ccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
931,0.761,0.334,8.506,CN(CCc1ccc(O)cc1NCO)c1nc(N)n2nc(-c3ccco3)nc2n1
933,0.763,0.205,8.08,NOc1ccc(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)c(NCO)c1
934,0.77,0.357,7.321,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c(ON)cc1O
936,0.772,0.323,7.713,COc1cc(O)c(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)c(ON)c1
938,0.772,0.552,9.072,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1
939,0.64,0.567,7.78,Nc1nc(NC(=O)C2Oc3ccc2cc3)nc2nc(-c3ccco3)nn12
945,0.766,0.318,7.836,COCNc1cc(O)c(C)cc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
946,0.757,0.491,7.625,Nc1nc(N2CCc3ccc(O)cc3N2)nc2nc(-c3ccco3)nn12
947,0.668,0.297,7.877,Nc1nc(NC2Cc3ccc(O)cc3N(N)C2O)nc2nc(-c3ccco3)nn12
949,0.666,0.341,8.093,Cc1c(O)ccc2c1NC(O)C(Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2
951,0.632,0.631,7.707,Cc1ccc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)o1
954,0.729,0.578,7.587,C=C(O)C1=CC(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)=CC1
955,0.736,0.612,7.736,CC1=C(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)C=C(CO)C1
958,0.8,0.394,7.529,NCc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
962,0.77,0.29,8.741,Cc1cc(O)c(CNO)cc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
965,0.768,0.184,7.647,NNc1nc(NCCc2ccc(O)c(CNO)c2)nc2nc(-c3ccco3)nn12
967,0.747,0.273,7.607,CNc1nc(NCCc2ccc(O)c(CNO)c2)nc2nc(-c3cc(C)co3)nn12
968,0.604,0.619,8.529,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1C
969,0.588,0.403,8.099,Cc1coc(-c2nc3nc(NCC4c5ccc(O)c(c5)CN4O)nc(N)n3n2)c1
973,0.784,0.582,8.093,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1C
974,0.8,0.57,7.83,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1C
980,0.812,0.487,7.789,CNc1nc(NC(=O)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
983,0.788,0.5,7.002,C=C(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1
984,0.754,0.379,7.503,C=Nc1c(CCC)coc1-c1nc2nc(NCCc3ccc(O)cc3)nc(N)n2n1
985,0.609,0.518,7.855,C=C(c1ccc(O)cc1)C1Nc2nc(n3nc(-c4ccco4)nc3n2)N1
986,0.603,0.516,7.537,Cc1ccoc1-c1nc2nc3nc(n2n1)NC(Cc1ccc(O)cc1)N3
989,0.839,0.61,6.972,c1ccc(CCNc2ncn3nc(-c4ccco4)nc3n2)cc1
992,0.631,0.739,7.437,OC1=CC2=C(CCNc3ncn4nc(-c5ccco5)nc4n3)C=C1C2
993,0.718,0.16,7.576,N=NC=Nc1nc(NCCc2ccc(O)cc2N)nc2nc(-c3ccco3)nn12
